"","max_blanks","mean_samples","flag"
"22358_500.4095_12.7101_8582_N/A_NA_no matches_no matches_no matches_no matches",19536.49,6614.164875,1
"22359_500.4306_13.4524_8_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",86423.95,16590.6427916667,1
"22360_500.4306_13.2623_8_N/A_Spectral Match to Linoleic acid ethyl ester from NIST14_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",210106.4,46204.9902916667,1
"22361_500.4307_12.6231_273_N/A_Spectral Match to 1-Hexadecanoyl-sn-glycerol from NIST14_no matches_no matches_no matches_no matches",135263.9,29467.6445416667,1
"22362_500.4307_13.6203_8_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",214530.1,35025.6465416667,1
"22363_500.4308_12.6735_-1_N/A_NA_no matches_no matches_no matches_no matches",961831.4,22525.3935,1
"22364_500.4308_13.7741_-1_N/A_NA_no matches_no matches_no matches_no matches",106654.9,5267.25513333333,1
"22365_500.4308_13.9524_564_N/A_NA_no matches_no matches_no matches_no matches",40128.67,8630.02858333333,1
"22366_500.4309_14.0732_564_N/A_NA_no matches_no matches_no matches_no matches",26821.25,6872.4465,1
"22367_500.4309_14.135_7013_N/A_NA_no matches_no matches_no matches_no matches",20801.65,6791.20670833333,1
"22368_500.4458_13.5604_-1_N/A_NA_no matches_no matches_no matches_no matches",147403.7,8814.984,1
"22369_500.446_14.3529_7013_N/A_NA_no matches_no matches_no matches_no matches",22440.34,27576.2450833333,1
"22370_500.446_14.9548_-1_N/A_NA_no matches_no matches_no matches_no matches",5661.55,3374.73777916667,1
"22371_501.2838_10.8205_3135_N/A_NA_no matches_no matches_no matches_no matches",77321,144913.100833333,1
"22372_501.2839_11.2507_3135_N/A_NA_no matches_no matches_no matches_no matches",85383.44,143280.57125,1
"22376_501.3202_11.9219_3864_N/A_Massbank:FFF00163 Campesterol_no matches_no matches_no matches_no matches",105944.4,74743.1129166667,1
"22377_501.3203_11.7692_3278_N/A_NA_no matches_no matches_no matches_no matches",109381.8,113512.18,1
"22378_501.3204_11.1635_3135_N/A_NA_no matches_no matches_no matches_no matches",57780.82,98575.22375,1
"22382_501.3761_12.0413_-1_N/A_1,2,6,6,10,17,20-heptamethyl-17-[N-(3-nitrophenyl)carbamoyl]-12-oxopentacyclo[ 12.8.0.0.0.0]docos-13-en-7-yl acetate_no matches_no matches_no matches_no matches",72438.86,79226.8629166667,1
"22383_501.3768_11.9311_-1_N/A_AKOS003672986_no matches_no matches_no matches_no matches",174193.6,30044.7328333333,1
"22384_501.4492_13.5735_3464_N/A_NA_no matches_no matches_no matches_no matches",30963.13,8478.83499166667,1
"22391_502.3158_11.6322_-1_N/A_NA_no matches_no matches_no matches_no matches",22694.45,20013.6753333333,1
"22392_502.3158_11.267_35_N/A_NA_no matches_no matches_no matches_no matches",219804,35802.0520833333,1
"22393_502.3159_11.0993_35_N/A_NA_no matches_no matches_no matches_no matches",241013.3,34287.5244583333,1
"22394_502.3159_11.4266_35_N/A_NA_no matches_no matches_no matches_no matches",122323.6,35917.1750833333,1
"22395_502.322_6.1287_1516_N/A_Spectral Match to Nonaethylene glycol from NIST14_no matches_no matches_no matches_no matches",149153.2,5405.06258333333,1
"22396_502.3221_5.9336_1516_N/A_Spectral Match to Nonaethylene glycol from NIST14_no matches_no matches_no matches_no matches",31712.79,2899.73945833333,1
"22397_502.3222_6.4416_43_N/A_NA_no matches_no matches_no matches_no matches",29091.48,30715.0597083333,1
"22399_502.3404_14.7747_-1_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_no matches_no matches_no matches_no matches",333877.4,4635.968875,1
"22401_502.3406_14.6727_1291_N/A_NA_no matches_no matches_no matches_no matches",20036.05,26246.6829583333,1
"22402_502.3433_13.2127_-1_N/A_NA_no matches_no matches_no matches_no matches",4298.974,6130.852625,1
"22403_502.3487_11.1156_35_N/A_NA_no matches_no matches_no matches_no matches",63342.59,43403.4182916667,1
"22404_502.3517_10.6493_329_N/A_AzelastineHCl_no matches_no matches_no matches_no matches",29054.05,22743.5505416667,1
"22405_502.352_11.422_342_N/A_NA_no matches_no matches_no matches_no matches",681381.5,14844.044625,1
"22407_502.3526_10.3991_329_N/A_AzelastineHCl_no matches_no matches_no matches_no matches",11093.15,11852.938875,1
"22409_502.3637_11.8663_18_N/A_Massbank:EQ326304 Glycyrrhetinic Acid|18-beta-Glycyrrhetin acid|(2S,4aS,6aR,6aS,6bR,8aR,10S,12aS,14bR)-10-hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-13-oxo-3,4,5,6,6a,7,8,8a,10,11,12,14b-dodecahydro-1H-picene-2-carboxylic_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Triterpenoids",16374.17,8316.03370833333,1
"22410_502.3734_11.9926_240_N/A_NA_no matches_no matches_no matches_no matches",452052.5,154312.179166667,1
"22411_502.3735_12.1753_20_N/A_NA_no matches_no matches_no matches_no matches",367377.8,136998.240416667,1
"22412_502.3736_11.7448_18_N/A_Massbank:EQ326304 Glycyrrhetinic Acid|18-beta-Glycyrrhetin acid|(2S,4aS,6aR,6aS,6bR,8aR,10S,12aS,14bR)-10-hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-13-oxo-3,4,5,6,6a,7,8,8a,10,11,12,14b-dodecahydro-1H-picene-2-carboxylic_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Triterpenoids",498735.4,202640.365416667,1
"22413_502.3736_11.0763_-1_N/A_NA_no matches_no matches_no matches_no matches",383445.8,44823.5250416667,1
"22414_502.3736_11.6505_-1_N/A_NA_no matches_no matches_no matches_no matches",283988,119528.06375,1
"22415_502.3736_12.3565_20_N/A_NA_no matches_no matches_no matches_no matches",276464.7,79292.3620833333,1
"22416_502.3736_11.3072_35_N/A_Spectral Match to p-tert-Octylphenol hexaglycol ether from NIST14_no matches_no matches_no matches_no matches",1642689,1179044.5625,1
"22417_502.3877_11.46_342_N/A_NA_no matches_no matches_no matches_no matches",20114.73,858.537541666667,1
"22418_502.3882_12.4551_7222_N/A_osmanthuside H_no matches_no matches_no matches_no matches",71689.63,8815.88554166667,1
"22419_502.3882_12.5131_6230_N/A_NA_no matches_no matches_no matches_no matches",68137.62,8761.215,1
"22420_502.3883_11.8789_18_N/A_5-[5-(acetyloxymethyl)-1,2,4a-trimethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl]-3-methylpentanoic acid_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Triterpenoids",102882.5,10134.16075,1
"22421_502.4099_12.542_8_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",333684,109313.658916667,1
"22422_502.4099_13.0432_480_N/A_NA_no matches_no matches_no matches_no matches",79521.05,116111.239166667,1
"22424_502.41_11.9992_240_N/A_NA_no matches_no matches_no matches_no matches",447188.2,18722.9794583333,1
"22425_502.41_12.084_240_N/A_NA_no matches_no matches_no matches_no matches",175293.7,18514.7712083333,1
"22426_502.41_12.1849_240_N/A_NA_no matches_no matches_no matches_no matches",202517.6,36770.8782916667,1
"22427_502.4101_12.6947_8_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",119348.7,55523.4517916667,1
"22428_502.4101_12.2857_7222_N/A_5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalen-1-yl]-3-methylpentanoic acid_no matches_no matches_no matches_no matches",732890.9,52941.1066666667,1
"22429_502.4101_13.4769_272_N/A_NA_no matches_no matches_no matches_no matches",30116.19,37173.9647083333,1
"22430_502.4101_12.8263_-1_N/A_NA_no matches_no matches_no matches_no matches",222850.8,127168.196666667,1
"22431_502.4101_13.6446_272_N/A_NA_no matches_no matches_no matches_no matches",31433.28,11139.251875,1
"22432_502.4249_12.998_-1_N/A_NA_no matches_no matches_no matches_no matches",51429.52,15861.8645833333,1
"22433_502.425_12.5626_6230_N/A_NA_no matches_no matches_no matches_no matches",39112.73,15831.0059583333,1
"22434_502.425_13.4594_570_N/A_GABA-C22:1_no matches_no matches_no matches_no matches",76378.04,82143.8445833333,1
"22436_502.4252_12.8199_-1_N/A_NA_no matches_no matches_no matches_no matches",109781.5,15176.866875,1
"22438_502.4253_14.4339_1291_N/A_NA_no matches_no matches_no matches_no matches",48878.79,29469.5860416667,1
"22446_503.2995_10.7339_6245_N/A_NA_no matches_no matches_no matches_no matches",339347.1,137809.67,1
"22447_503.2996_11.2963_-1_N/A_NA_no matches_no matches_no matches_no matches",136621.7,146801.530833333,1
"22449_503.2997_11.0657_6245_N/A_NA_no matches_no matches_no matches_no matches",104466,122446.8525,1
"22450_503.2998_10.9268_-1_N/A_Massbank:FFF00082 Stigmastanol_no matches_no matches_no matches_no matches",81709.11,133110.76,1
"22451_503.3031_7.3084_-1_N/A_NA_no matches_no matches_no matches_no matches",990223.2,856.30875,1
"22452_503.306_4.9317_10_Spectral Match to Undecaethylene glycol from NIST14_Spectral Match to Nonaethylene glycol from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",325714.8,391823.104166667,1
"22457_503.3297_7.0221_44_N/A_Spectral Match to Nonaethylene glycol from NIST14_no matches_no matches_no matches_no matches",417632.1,424587.158333333,1
"22458_503.3354_11.8877_9510_N/A_NA_no matches_no matches_no matches_no matches",95588.31,87614.5304166667,1
"22459_503.3356_11.7004_9510_N/A_NA_no matches_no matches_no matches_no matches",102657.6,108504.172083333,1
"22461_503.3543_11.1757_-1_N/A_RocuroniumBr_no matches_no matches_no matches_no matches",51029.78,18323.0243333333,1
"22462_503.3711_12.945_-1_N/A_liquiritic acid_no matches_no matches_no matches_no matches",34806.18,31210.0146666667,1
"22463_503.3715_13.0594_-1_N/A_ST056290_no matches_no matches_no matches_no matches",40097.76,15354.4295833333,1
"22464_503.4106_13.6894_-1_N/A_NA_no matches_no matches_no matches_no matches",7649.664,1199.15429166667,1
"22465_503.4569_12.9184_3801_N/A_Ornithine-C19:2_no matches_no matches_no matches_no matches",84107.75,1589.03879166667,1
"22466_504.1734_11.1993_3839_N/A_NA_no matches_no matches_no matches_no matches",156537.6,40362.0575,1
"22472_504.2667_8.9498_105_N/A_Spectral Match to Decapropylene glycol from NIST14_no matches_no matches_no matches_no matches",106545.9,45518.9929166667,1
"22473_504.295_9.4546_-1_N/A_NA_no matches_no matches_no matches_no matches",60272.97,20365.98325,1
"22475_504.3013_4.8903_793_N/A_Spectral Match to Undecaethylene glycol from NIST14_no matches_no matches_no matches_no matches",6903.694,6757.14629166667,1
"22476_504.3015_5.0214_2094_N/A_NA_no matches_no matches_no matches_no matches",442288,192465.17625,1
"22478_504.3201_11.7079_330_N/A_NA_no matches_no matches_no matches_no matches",4424.555,3806.658875,1
"22480_504.3203_12.4883_170_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",649514.2,33255.0307916667,1
"22482_504.3316_11.6625_484_N/A_NA_no matches_no matches_no matches_no matches",319239.5,38323.9225,1
"22483_504.3316_11.3454_1373_N/A_NA_no matches_no matches_no matches_no matches",127443.7,51344.96,1
"22484_504.3316_11.0964_-1_N/A_NA_no matches_no matches_no matches_no matches",368928.8,50656.0308333333,1
"22485_504.3317_11.2218_-1_N/A_NA_no matches_no matches_no matches_no matches",165017.5,48679.5883333333,1
"22487_504.3377_4.7235_10_N/A_Spectral Match to Decaethylene glycol from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",511522.8,723768.420833333,1
"22492_504.3412_11.7562_330_N/A_NA_no matches_no matches_no matches_no matches",38891.29,6908.06808333333,1
"22493_504.3529_11.6226_484_N/A_NA_no matches_no matches_no matches_no matches",132966.3,118821.135833333,1
"22494_504.353_11.2096_191_N/A_NA_no matches_no matches_no matches_no matches",137269.4,87800.6075,1
"22497_504.353_11.0725_191_N/A_NA_no matches_no matches_no matches_no matches",90289.81,42846.665,1
"22498_504.3679_11.6687_330_N/A_NA_no matches_no matches_no matches_no matches",120901.7,31667.27375,1
"22499_504.3679_11.7816_330_N/A_NA_no matches_no matches_no matches_no matches",189678.8,44761.3187916667,1
"22500_504.368_12.6161_567_N/A_NA_no matches_no matches_no matches_no matches",77606.52,14444.047375,1
"22501_504.3683_12.313_273_N/A_NA_no matches_no matches_no matches_no matches",106161.8,29300.489375,1
"22502_504.3892_11.3897_1373_N/A_NA_no matches_no matches_no matches_no matches",239402.8,7835.34404166667,1
"22504_504.3893_12.1109_1269_N/A_NA_no matches_no matches_no matches_no matches",185412.1,124149.50875,1
"22505_504.3893_11.7902_330_N/A_NA_no matches_no matches_no matches_no matches",323449.8,104013.804166667,1
"22506_504.3893_11.8573_1258_N/A_NA_no matches_no matches_no matches_no matches",449999.1,275290.3125,1
"22507_504.3893_11.9939_1258_N/A_NA_no matches_no matches_no matches_no matches",349776.8,98396.0691666667,1
"22509_504.3893_12.6894_20_N/A_NA_no matches_no matches_no matches_no matches",15770.97,29256.4755833333,1
"22510_504.3894_12.3603_412_N/A_DAG (14:0/16:1)_no matches_no matches_no matches_no matches",80794.03,160791.629166667,1
"22511_504.3894_12.3036_412_N/A_NA_no matches_no matches_no matches_no matches",152313.8,74306.5116666667,1
"22512_504.4032_12.9365_-1_N/A_ST077167_no matches_no matches_no matches_no matches",77354.62,12743.1520833333,1
"22513_504.4037_12.5752_567_N/A_NA_no matches_no matches_no matches_no matches",56523.44,18805.8511666667,1
"22514_504.4039_12.4907_-1_N/A_NA_no matches_no matches_no matches_no matches",82022.35,12295.597375,1
"22515_504.4039_12.6772_567_N/A_NA_no matches_no matches_no matches_no matches",71064.22,12692.0837916667,1
"22516_504.4255_13.3351_-1_N/A_NA_no matches_no matches_no matches_no matches",36360.25,38027.8240416667,1
"22517_504.4256_12.6577_-1_N/A_NA_no matches_no matches_no matches_no matches",367606.3,32297.7314166667,1
"22518_504.4257_12.3701_273_N/A_NA_no matches_no matches_no matches_no matches",804336.8,11230.4655833333,1
"22519_504.4257_12.863_4806_N/A_NA_no matches_no matches_no matches_no matches",61655.48,14604.75745,1
"22520_504.4257_13.0621_-1_N/A_NA_no matches_no matches_no matches_no matches",53997.67,46409.9794166667,1
"22521_504.4259_14.0829_273_N/A_PE(18:0/0:0); [M+H]+ C23H49N1O7P1_no matches_no matches_no matches_no matches",29069.29,3332.37875,1
"22522_504.4407_12.9204_4806_N/A_NA_no matches_no matches_no matches_no matches",86969.12,8758.950375,1
"22524_504.4407_13.1013_570_N/A_NA_no matches_no matches_no matches_no matches",72313.05,124025.043333333,1
"22527_504.4409_12.4552_412_N/A_NA_no matches_no matches_no matches_no matches",74170.95,17575.31425,1
"22551_505.2895_13.3764_1336_N/A_NA_no matches_no matches_no matches_no matches",320562.5,231781.865416667,1
"22552_505.2984_6.9862_-1_N/A_CHEMBL1512936_no matches_no matches_no matches_no matches",60145.12,17212.7480416667,1
"22553_505.2986_6.9243_-1_N/A_Massbank:IA000331 8,9-DHET-[d11]_no matches_no matches_no matches_no matches",81470.34,19129.2817916667,1
"22554_505.2986_7.2049_-1_N/A_4-nitro-12-oxa-8,17-diazaheptacyclo[15.5.2.0.0.0.0.0]tetracosa-2(7),3,5,14-tetraen-9-one_no matches_no matches_no matches_no matches",12176.1,4607.3125,1
"22556_505.3152_11.5617_6249_N/A_NA_no matches_no matches_no matches_no matches",374143.4,79814.19875,1
"22558_505.3247_6.5709_-1_N/A_NA_no matches_no matches_no matches_no matches",1139221,0,1
"22559_505.3253_7.1303_-1_N/A_NA_no matches_no matches_no matches_no matches",2326950,225.083625,1
"22560_505.334_8.5574_-1_N/A_Dipyridamole_no matches_no matches_no matches_no matches",1852036,1595090.50416667,1
"22561_505.3343_11.6983_6249_N/A_1,2,6,6,10,17,20-heptamethyl-17-[N-(2-nitrophenyl)carbamoyl]-12-oxopentacyclo[ 12.8.0.0.0.0]docos-13-en-7-yl acetate_no matches_no matches_no matches_no matches",89701.65,7705.24275,1
"22562_505.3344_11.5612_6249_N/A_1,2,6,6,10,17,20-heptamethyl-17-[N-(2-nitrophenyl)carbamoyl]-12-oxopentacyclo[ 12.8.0.0.0.0]docos-13-en-7-yl acetate_no matches_no matches_no matches_no matches",102102.2,6370.44854166667,1
"22563_505.3344_8.7854_-1_N/A_Dipyridamole_no matches_no matches_no matches_no matches",24350.88,19308.6624166667,1
"22564_505.3516_11.8472_-1_N/A_forskolin_no matches_no matches_no matches_no matches",134927.1,83523.5120833333,1
"22565_505.3889_13.2383_-1_N/A_Spectral Match to Undecaethylene glycol from NIST14_no matches_no matches_no matches_no matches",47818.5,27484.2835,1
"22566_505.3893_13.0018_-1_N/A_NA_no matches_no matches_no matches_no matches",594775.8,8320.34129166667,1
"22567_505.4723_13.5388_-1_N/A_dopamine-C22:1_no matches_no matches_no matches_no matches",173820.2,55132.5913333333,1
"22568_505.4724_13.1914_378_N/A_tryptamine-C18:1_no matches_no matches_no matches_no matches",61218.75,24390.80375,1
"22569_505.4725_12.905_-1_N/A_dopamine-C22:1_no matches_no matches_no matches_no matches",11666.14,19072.0624166667,1
"22578_506.3108_10.7286_-1_N/A_NA_no matches_no matches_no matches_no matches",64292.22,80356.34625,1
"22579_506.3109_10.2466_-1_N/A_NA_no matches_no matches_no matches_no matches",315452.8,63139.6591666667,1
"22580_506.3109_10.0801_8865_N/A_NA_no matches_no matches_no matches_no matches",157116.2,54505.9579166667,1
"22581_506.311_10.9449_1150_N/A_NA_no matches_no matches_no matches_no matches",71192.8,75534.81875,1
"22582_506.311_10.5434_-1_N/A_NA_no matches_no matches_no matches_no matches",337223.7,90131.0720833333,1
"22583_506.3111_10.3728_-1_N/A_NA_no matches_no matches_no matches_no matches",236828.7,46883.2516666667,1
"22586_506.3323_10.4294_-1_N/A_NA_no matches_no matches_no matches_no matches",39132.94,15677.4224166667,1
"22588_506.3472_11.2099_1150_N/A_NA_no matches_no matches_no matches_no matches",138246.6,66272.5695833333,1
"22589_506.3473_11.3961_8064_N/A_NA_no matches_no matches_no matches_no matches",574345.6,85518.2504166667,1
"22590_506.3474_11.6833_1880_N/A_NA_no matches_no matches_no matches_no matches",304908.8,72600.7966666667,1
"22591_506.3474_11.8103_1880_N/A_NA_no matches_no matches_no matches_no matches",95400.1,69102.8729166667,1
"22592_506.3608_12.4446_1313_N/A_NA_no matches_no matches_no matches_no matches",31677.77,27568.0892916667,1
"22593_506.3686_10.6443_-1_N/A_(2R,6S)-2-methyl-6-[(3Z)-pentadec-3-en-1-yl]piperidine_no matches_no matches_no matches_no matches",48381.99,17029.22925,1
"22594_506.3828_12.2758_1192_N/A_forskolin_no matches_no matches_no matches_no matches",385949.2,69092.6316666667,1
